10048003764	1	9
10246870586	2	5
10004659257	3	8
10534543500	4	8
10777100867	5	5
10536378469	6	4
10803588105	7	4
10762147224	8	2
10692241061	9	6
10243179840	10	10
10345633755	11	8
10453343515	12	3
10078203802	13	1
10313100268	14	5
10921462292	15	6
10552427352	16	3
10565789731	17	6
10173960116	18	9
10455920262	19	9
10024018614	20	7
10824986714	21	5
10289868460	22	9
10622687268	23	3
10592071254	24	9
10731680006	25	3
10099328604	26	6
10249769594	27	6
10797485390	28	6
10706827561	29	3
10679410092	30	5
10505880394	31	3
10927481054	32	7
10649213790	33	6
10696157461	34	9
10761446274	35	3
10658443376	36	8
10966752988	37	3
10584985812	38	1
10775760912	39	7
10471957189	40	8
10276624795	41	6
10485388496	42	8
10761049106	43	6
10800433634	44	3
10192257213	45	6
10177657302	46	7
10915054259	47	10
10211068563	48	4
10867176690	49	0
10720366414	50	1
10675439464	51	5
10978510015	52	3
10127316649	53	8
10688756325	54	4
10055374156	55	3
10143931430	56	3
10536381693	57	9
10804860766	58	7
10645085549	59	0
10962354186	60	2
10108152023	61	1
10317913065	62	6
10448055216	63	8
10027720574	64	7
10883642731	65	8
10745492359	66	7
10722410130	67	8
10030507405	68	6
10727164007	69	10
10255363581	70	9
10133924663	71	3
10041060489	72	4
10399756983	73	10
10641833917	74	5
10243205611	75	7
10244243695	76	10
10878251653	77	2
10694081330	78	3
10183567794	79	5
10287575264	80	1
10751552667	81	5
10185791797	82	5
10805677472	83	6
10254135650	84	0
10979085199	85	3
10278084988	86	8
10063215588	87	4
10885126119	88	8
10383007095	89	4
10345739906	90	3
10367284668	91	5
10283670345	92	5
10876917409	93	1
10278400038	94	5
10449703892	95	8
10412120251	96	3
10430361725	97	6
10274802571	98	6
10818748557	99	1
10522103489	100	7
10865508705	101	4
10111358559	102	3
10014384573	103	6
10707288593	104	10
10582115814	105	6
10074667663	106	6
10607411821	107	4
10902451791	108	4
10810387620	109	6
10613846703	110	3
10624997029	111	6
10631008498	112	6
10617324514	113	3
10708916919	114	6
10250018169	115	10
10797910481	116	1
10438295175	117	7
10287223728	118	4
10244341350	119	6
10354597349	120	1
10367304265	121	2
10522939068	122	8
10839533629	123	6
10683453573	124	3
10688165292	125	10
10678523541	126	4
10095907996	127	8
10442456423	128	8
10375973719	129	3
10601909919	130	3
10457083672	131	4
10320042315	132	3
10876357721	133	0
10351104403	134	4
10444571983	135	5
10087670360	136	10
10783014661	137	1
10033369556	138	3
10532602633	139	3
10770663722	140	3
10335266919	141	6
10806782699	142	0
10625869429	143	9
10105591226	144	3
10412229178	145	0
10499345371	146	8
10447179334	147	1
10340405256	148	3
10557528389	149	2
10271633781	150	8
10715501620	151	9
10152715931	152	1
10080062023	153	0
10133945498	154	8
10898844678	155	6
10220917083	156	5
10648916908	157	4
10129874928	158	6
10577128840	159	4
10232685698	160	2
10979998162	161	6
10247142888	162	2
10186133067	163	10
10513809375	164	6
10999337697	165	6
10830627009	166	1
10841661286	167	1
10588420050	168	0
10378740524	169	1
10787010990	170	6
10372648626	171	3
10779087757	172	1
10250605423	173	3
10508123118	174	2
